Key;Name;VM_ID;Request number;Description;OS;DNS Name;Server Type;VLANs;IP address;DNS;Gateway;Subnet;vHDD;vCPU;vRAM;Location VM;Lifetime;Services;Cluster;First Administrator;Other Administrators;Owner;AD Admin Group;Diagnostics;Last OS Update Time;Security scan;Status;Created;Updated;Deleted;Deletion date
CMDB-339180;MMZ-SRV-TRM1;VirtualMachine-vm-133045;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-TRM1.npo.izhmash;;;10.25.30.4;10.25.0.13,10.25.0.14;10.25.30.1;10.25.30.0/27;538;4;8;;;;;;;;;;;;Running;1.10.21;6.10.21;;
CMDB-76901;MMZ-SRV-VBEM1;VirtualMachine-vm-16452;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-VBEM1.npo.izhmash;Продуктив;;10.25.10.10;10.25.0.13,10.25.0.14;10.25.10.1;10.25.10.0/28;44;2;4;Заводоуправление;;Veeam Backup;;Слуднева Екатерина Николаевна;Туктаров Дамир Бариевич [X];;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;13.07.21;false;
CMDB-77720;MMZ-SRV-VBR1;VirtualMachine-vm-37719;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-VBR1.npo.izhmash;Продуктив;;10.25.9.9,10.26.9.9;10.25.0.13,10.25.0.14;10.25.9.1;10.25.9.0/28,10.26.9.0/27;132;8;32;Заводоуправление;;Veeam Backup;;Слуднева Екатерина Николаевна;Туктаров Дамир Бариевич [X];Кокорников Илья Владимирович;AD-MMZ-CompanyAdmin;;;;Running;24.12.19;13.07.21;false;
CMDB-76871;MMZ-SRV-VBR2;VirtualMachine-vm-4751;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-VBR2.npo.izhmash;Продуктив;;10.25.9.12,10.26.9.12;10.25.0.13,10.25.0.14;10.25.9.1;10.25.9.0/28,10.26.9.0/27;76;4;16;Заводоуправление;;Veeam Backup;;Слуднева Екатерина Николаевна;Туктаров Дамир Бариевич [X];;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;13.07.21;false;
CMDB-76869;MMZ-SRV-VBR3;VirtualMachine-vm-11344;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-VBR3.npo.izhmash;Продуктив;;10.25.9.14,10.26.9.14;10.25.0.13,10.25.0.14;10.25.9.1;10.25.9.0/28,10.26.9.0/27;76;4;16;Заводоуправление;;Veeam Backup;;Слуднева Екатерина Николаевна;Туктаров Дамир Бариевич [X];;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;13.07.21;false;
CMDB-76868;MMZ-SRV-VBR4;VirtualMachine-vm-4742;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-VBR4.npo.izhmash;Продуктив;;10.26.9.11,10.25.9.11;10.25.0.13,10.25.0.14;10.25.9.1;10.25.9.0/28,10.26.9.0/27;76;4;16;Заводоуправление;;Veeam Backup;;Слуднева Екатерина Николаевна;Туктаров Дамир Бариевич [X];;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;13.07.21;false;
CMDB-305987;MMZ-SRV-VBR7;VirtualMachine-vm-83165;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-VBR7.npo.izhmash;;;10.25.9.196;10.25.0.13,10.25.0.14;10.25.9.193;;84;10;4;;;Veeam Backup;;Слуднева Екатерина Николаевна;Щербинин Андрей Владимирович;;;;;;Running;25.01.21;14.07.21;false;
CMDB-76888;MMZ-SRV-VCA1;VirtualMachine-vm-25589;;VMware vCenter Server Appliance;VMware Photon OS (64-bit);mmz-srv-vca1;Продуктив;;10.25.3.7;127.0.0.1,10.25.0.13,10.25.0.14;10.25.3.1;10.25.3.0/27;336;4;16;Заводоуправление;;vSphere;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;24.09.21;false;
CMDB-305855;MMZ-SRV-VHV04;VirtualMachine-vm-884;;Гипервизор на Hyper-V. продакшн/временный. Для миграции машин со старого Hyper-V;;MMZ-vHV04.mmzavod.local;;;;;;;40;16;64;;;;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;;;;;Stopped;25.01.21;13.07.21;false;
CMDB-76889;MMZ-SRV-VONE1;VirtualMachine-vm-4670;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-VONE1.npo.izhmash;Продуктив;;10.25.10.9;10.25.0.13,10.25.0.14;10.25.10.1;10.25.10.0/28;144;2;4;Заводоуправление;;Veeam One;;Слуднева Екатерина Николаевна;Туктаров Дамир Бариевич [X];;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;13.07.21;false;
CMDB-124330;MMZ-SRV-VPN1;VirtualMachine-vm-50489;RFC-8496;Windows DirectAccess;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-VPN1.npo.izhmash;Продуктив;;10.25.5.178;10.25.0.13,10.25.0.14;10.25.5.177;;84;2;4;Заводоуправление;;Удалённый доступ (RDS & VPN);;Кокорников Илья Владимирович;Слуднева Екатерина Николаевна;Кокорников Илья Владимирович;;;;;Running;20.07.20;13.07.21;false;
CMDB-305858;MMZ-SRV-VSZ1;VirtualMachine-vm-17734;;Ruckus Virtual SmartZone (vSZ), is a Network Functions Virtualization (NFV) based WLAN Controller for service providers and enterprises who desire a carrier-class solution that runs in the cloud. It supports all of the WLAN Controller features of the industry leading SZ-300 and SZ-100, while also enabling the rollout of highly scalable and resilient wireless LAN cloud services.;;mmz-srv-vsz1;;;;;;;100;4;13;;;;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;;;;;Stopped;25.01.21;27.07.21;false;
CMDB-76905;MMZ-SRV-WDS1;VirtualMachine-vm-3397;;Windows Deployment Services;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-WDS1.npo.izhmash;Продуктив;;10.24.199.224;10.25.0.13,10.25.0.14;10.24.199.1;10.24.199.0/24;424;2;4;Заводоуправление;;Windows Deployment Service;;Щербинин Андрей Владимирович;Щербинин Андрей Владимирович;;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;16.07.21;false;
CMDB-76904;MMZ-SRV-WDS2;;;Развертывание образов Windows;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-WDS2.npo.izhmash;Продуктив;;10.24.199.103;10.25.0.13,10.25.0.14;10.24.199.1;10.24.199.0/24;84;1;4;Заводоуправление;;Windows Deployment Service;;Щербинин Андрей Владимирович;Щербинин Андрей Владимирович;;AD-MMZ-CompanyAdmin;;;;Stopped;18.12.19;25.01.21;true;
CMDB-76887;MMZ-SRV-WIKI-Deleted;;;;CentOS 6 (64-bit);mmz-srv-wiki;Продуктив;;10.25.28.6;10.25.0.13,10.25.0.14;10.25.28.1;10.25.28.0/27;32;1;2;Заводоуправление;;;;Щербинин Андрей Владимирович;Щербинин Андрей Владимирович;;AD-MMZ-CompanyAdmin;;;;Stopped;18.12.19;27.01.21;true;
CMDB-325776;MMZ-SRV-WMS1;;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-WMS1.npo.izhmash;;;10.25.26.8,169.254.20.40;10.25.0.13,10.25.0.14;10.25.26.1;10.25.26.0/27;132;6;12;;;;;;;;;;;;Stopped;11.06.21;13.07.21;true;
CMDB-76886;MMZ-SRV-WSUS1;;;;Microsoft Windows Server 2012 (64-bit);MMZ-SRV-WSUS1.npo.izhmash;Продуктив;;10.25.2.7;10.25.0.13,10.25.0.14;10.25.2.1;10.25.2.0/28;592;4;32;Заводоуправление;;WSUS;;Кокорников Илья Владимирович;Щербинин Андрей Владимирович;;AD-MMZ-CompanyAdmin;;;;Stopped;18.12.19;25.02.21;true;
CMDB-305860;MMZ-TAXCOM;VirtualMachine-vm-943;;TAXCOM старый, продакшн/временный, необходимо поджать диск и установить AVP;Microsoft Windows 7 (32-bit);MMZ-TAXCOM.mmzavod.local;;;10.25.32.5;10.25.0.5,10.25.0.6;10.25.32.1;10.25.32.0/28;104;1;4;;;Такском;;Грибков Алексей Константинович;Слуднева Екатерина Николаевна;;;;;;Running;25.01.21;13.07.21;false;
CMDB-76873;MMZ-TAXCOM02;VirtualMachine-vm-961;;;Microsoft Windows 7 (64-bit);MMZ-TAXCOM02.npo.izhmash;Продуктив;;10.25.32.6;10.25.0.13,10.25.0.14;10.25.32.1;10.25.32.0/28;104;2;4;Заводоуправление;;Такском;;Стенюшкин Андрей Александрович;Грибков Алексей Константинович;;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;15.07.21;false;
CMDB-76860;MMZ-TEXP01;;;ТехЭксперт.;;;Продуктив;;10.25.32.8;10.25.0.13,10.25.0.14;10.25.32.1;10.25.32.0/27;40;2;4;Заводоуправление;;Техэксперт;;Слуднева Екатерина Николаевна;Щербинин Андрей Владимирович;;AD-MMZ-CompanyAdmin;;;;Stopped;18.12.19;9.06.21;true;
CMDB-76872;MMZ-VBANK;VirtualMachine-vm-1493;;;Microsoft Windows 7 (32-bit);MMZ-VBANK.npo.izhmash;Продуктив;;10.24.126.224;10.25.0.13,10.25.0.14;10.25.30.1,10.24.126.1;10.24.126.0/24;79;2;4;Заводоуправление;;Банк-Клиент;;Грибков Алексей Константинович;Туктаров Дамир Бариевич [X];;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;13.07.21;false;
CMDB-305865;MMZ-VDI-ADM1;VirtualMachine-vm-60475;;;;MMZ-VDI-ADM1.npo.izhmash;;;10.24.77.170;10.25.0.13,10.25.0.14;10.24.77.161;;20;2;4;;;Удалённый доступ (RDS & VPN);;Грибков Алексей Константинович;Слуднева Екатерина Николаевна;;;;;;Stopped;25.01.21;2.09.21;true;
CMDB-305972;MMZ-VDI-ADM2;VirtualMachine-vm-60474;;;;MMZ-VDI-ADM2.npo.izhmash;;;10.25.6.179;10.25.0.13,10.25.0.14;10.25.6.177;;20;2;4;;;;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;;;;;Stopped;25.01.21;2.09.21;true;
CMDB-305853;MMZ-VDI-BANK1;VirtualMachine-vm-60653;;;Microsoft Windows 10 (64-bit);MMZ-VDI-BANK1.npo.izhmash;;;10.24.180.13;10.25.0.13,10.25.0.14;10.24.180.1;10.24.180.0/24;30;2;4;;;Банк-Клиент;;Грибков Алексей Константинович;Ахмедов Аскер Рамисович;;;;;;Stopped;25.01.21;2.09.21;true;
CMDB-305980;MMZ-VDI-BANK2;VirtualMachine-vm-60652;;;Microsoft Windows 10 (64-bit);MMZ-VDI-BANK2.npo.izhmash;;;10.24.180.5;10.25.0.13,10.25.0.14;10.24.180.1;10.24.180.0/24;29;2;4;;;;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;;;;;Stopped;25.01.21;2.09.21;true;
CMDB-305970;MMZ-VDI-BANK3;VirtualMachine-vm-60651;;;Microsoft Windows 10 (64-bit);MMZ-VDI-BANK3.npo.izhmash;;;169.254.180.195;10.25.0.13,10.25.0.14;10.24.180.1;10.24.180.0/24;28;2;4;;;;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;;;;;Stopped;25.01.21;2.09.21;true;
CMDB-305973;MMZ-VDI-CTX1;VirtualMachine-vm-60327;;;;MMZ-VDI-CTX1.npo.izhmash;;;10.24.180.102;10.25.0.13,10.25.0.14;10.24.180.1;10.24.180.0/24;40;4;6;;;;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;;;;;Stopped;25.01.21;2.09.21;true;
CMDB-305864;MMZ-VDI-CTXIMG-1909;VirtualMachine-vm-57280;;CTX image for VDI Windows 10;;MMZ-VDI-CTXIMG0;;;;;;;20;2;4;;;;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;;;;;Stopped;25.01.21;21.09.21;true;
CMDB-305870;MMZ-VDI-CTXIMG1;VirtualMachine-vm-131462;;;Microsoft Windows 10 (64-bit);MMZ-VDI-CTXIMG1.npo.izhmash;;;10.24.76.8;10.25.0.13,10.25.0.14;10.24.76.1;10.24.76.0/24;84;2;4;;;;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;;;;;Running;25.01.21;28.09.21;false;
CMDB-305859;MMZ-VDI-CTXIMG2;VirtualMachine-vm-132508;;;Microsoft Windows 10 (64-bit);MMZ-VDI-CTXIMG2.npo.izhmash;;;169.254.253.121;10.25.0.13,10.25.0.14;10.24.76.1;10.24.76.0/24;84;2;4;;;;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;;;;;Running;25.01.21;7.10.21;false;
CMDB-305866;MMZ-VDI-CTXIMG3;VirtualMachine-vm-60034;;CTX image LOW for Personal  Full Clone VDI Windows 10. 2CPU, 4Gb, Disk 20Gb;;MMZ-VDI-CTXIMG3;;;;;;;20;2;4;;;;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;;;;;Stopped;25.01.21;7.10.21;false;
CMDB-305876;MMZ-VDI-CTXIMG4;VirtualMachine-vm-60174;;CTX image HIGH for Personal Full Clone VDI Windows 10. 4CPU, 6Gb, Disk 20Gb;Microsoft Windows 10 (64-bit);MMZ-VDI-CTXIMG3;;;;;;;20;4;6;;;;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;;;;;Stopped;25.01.21;7.10.21;false;
CMDB-305878;MMZ-VDI-CTXIMG5;VirtualMachine-vm-60824;;CTX image for VDI Windows 10 (2004);Microsoft Windows 10 (64-bit);DESKTOP-ULQLM23;;;;;;;20;2;4;;;;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;;;;;Stopped;25.01.21;7.10.21;false;
CMDB-338802;MMZ-VDI-CTXIMG6;VirtualMachine-vm-60957;;CTX image for VDI Windows 10 (1902);Microsoft Windows 10 (64-bit);MMZ-VDI-CTXIMG6;;;10.24.180.7;10.25.0.13,10.25.0.14;10.24.180.1;10.24.180.0/24;38;2;4;;;;;;;;;;;;Running;28.09.21;30.09.21;;
CMDB-338007;MMZ-VDI-CTXTMP1;VirtualMachine-vm-131275;;CTX image for VDI Windows 10 (1909) 09/2021;Microsoft Windows 10 (64-bit);DESKTOP-OVEGKVR;;;10.24.128.101;10.25.0.13,10.25.0.14;10.24.128.1;10.24.128.0/23;36;2;4;;;;;;;;;;;;Running;21.09.21;7.10.21;;
CMDB-338006;MMZ-VDI-CTXTMP2;VirtualMachine-vm-131281;;;;DESKTOP-6PD4HL1;;;10.24.180.98;10.25.0.13,10.25.0.14;10.24.180.1;10.24.180.0/24;32;2;4;;;;;;;;;;;;Stopped;21.09.21;7.10.21;;
CMDB-305959;MMZ-VDI-OCE1;VirtualMachine-vm-91842;RFC-9542;;Microsoft Windows 7 (64-bit);MMZ-VDI-OCE1.npo.izhmash;Продуктив;;10.24.24.234;10.25.0.13,10.25.0.14;10.24.24.1;10.24.24.0/24;64;2;4;;;Печать;;Ахмедов Аскер Рамисович;Грибков Алексей Константинович;Стенюшкин Андрей Александрович;;;;;Running;25.01.21;20.09.21;false;
CMDB-76906;MMZ-VMAD03;VirtualMachine-vm-896;;;;MMZ-VMAD03.npo.izhmash;Продуктив;;10.24.34.30;10.25.0.13,10.25.0.14;10.24.34.1;10.24.34.0/24;140;2;4;Заводоуправление;;PLM Teamcenter;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;AD-MMZ-CompanyAdmin;;;;Stopped;18.12.19;7.10.21;false;
CMDB-76902;MMZ-VMAD04;VirtualMachine-vm-3763;;;Microsoft Windows 10 (64-bit);MMZ-VMAD04.npo.izhmash;Продуктив;;10.24.22.40,169.254.185.211;10.25.0.13,10.25.0.14;10.24.22.1;10.24.22.0/24;64;2;4;Заводоуправление;;PLM Teamcenter;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;8.10.21;false;
CMDB-76907;MMZ-VMTRM03;;;На удаление.;Microsoft Windows Server 2008 R2 (64-bit);mmz-vmtrm03.mmzavod.local;Продуктив;;10.25.6.7;;;;755;12;48;Заводоуправление;;Удалённый доступ (RDS & VPN);;Щербинин Андрей Владимирович;Грибков Алексей Константинович;;AD-MMZ-CompanyAdmin;;;;Stopped;18.12.19;2.04.21;true;
CMDB-76753;MMZ-W2003;VirtualMachine-vm-4494;;Сервер сканирования.;Microsoft Windows Server 2003 Standard (32-bit);mmz-w2003.npo.izhmash;Продуктив;;10.25.30.6;10.25.0.13,10.25.0.14;10.25.30.1,10.25.30.6;10.25.30.0/27;402;4;2;Заводоуправление;;Сканирование;;Грибков Алексей Константинович;Щербинин Андрей Владимирович;;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;13.07.21;false;
CMDB-305953;MMZ-WSAD02;VirtualMachine-vm-101714;;;Microsoft Windows 10 (64-bit);MMZ-WSAD02;;;10.24.77.7,169.254.174.135,169.254.114.178;10.25.0.13,10.25.0.14;10.24.77.1;10.24.77.0/27;124;2;4;;;;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;;;;;Running;25.01.21;20.07.21;false;
CMDB-76881;mmz-X-3PAR-01;VirtualMachine-vm-1459;;;Red Hat Enterprise Linux 6 (32-bit);SP12345;Продуктив;;;;;;256;1;1;Заводоуправление;;;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;AD-MMZ-CompanyAdmin;;;;Stopped;18.12.19;13.07.21;false;
CMDB-305861;mmz-X-3PAR-02;VirtualMachine-vm-5050;;;Red Hat Enterprise Linux 6 (32-bit);SP12345;;;;;;;256;1;2;;;;;Слуднева Екатерина Николаевна;Щербинин Андрей Владимирович;;;;;;Stopped;25.01.21;7.10.21;false;
CMDB-76879;mmz-X-APP-001-Deleted;;;PLM Teamcenter;Windows Server 2012 (64-bit);MMZ-X-APP-001.mmzavod.local;Продуктив;;10.25.22.5;;;;300;8;64;Заводоуправление;;PLM Teamcenter;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;AD-MMZ-CompanyAdmin;;;;Stopped;18.12.19;25.01.21;true;3.07.20
CMDB-305852;mmz-X-BKS-01;VirtualMachine-vm-1555;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-vBKS01.mmzavod.local;;;;;;;30;1;4;;;;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;;;;;Stopped;25.01.21;7.10.21;false;
CMDB-76880;mmz-X-BTRX-01-Deleted;;;Тестовый Bitrix;CentOS 4/5 or later (64-bit);MMZ-X-BTRX-01;;;10.25.1.4;;;;;;;Заводоуправление;;;;Кокорников Илья Владимирович;Щербинин Андрей Владимирович;;AD-MMZ-CompanyAdmin;;;;Stopped;18.12.19;25.01.21;true;
CMDB-76900;mmz-X-CPSMS-01;;;Доступ в интернет;Other (32-bit);;Продуктив;;;;;;300;2;8;Заводоуправление;;Интернет;;Грибков Алексей Константинович;Туктаров Дамир Бариевич [X];;AD-MMZ-CompanyAdmin;;;;Stopped;18.12.19;25.01.21;true;
CMDB-76899;mmz-X-DBS-001-Deleted;;;PLM Teamcenter;Oracle Linux 7 (64-bit);MMZ-X-DBS-001;Тест;;10.25.20.6, 10.26.9.18, 192.168.122.1;;;;310;4;32;Заводоуправление;;PLM Teamcenter;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;AD-MMZ-CompanyAdmin;;;;Stopped;18.12.19;25.01.21;true;3.07.20
CMDB-76897;mmz-X-FMS-001-Deleted;;;PLM Teamcenter;CentOS 7 (64-bit);MMZ-X-FMS-001;Продуктив;;10.25.21.5;;;;60;2;8;Заводоуправление;;PLM Teamcenter;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;AD-MMZ-CompanyAdmin;;;;Stopped;18.12.19;25.01.21;true;3.07.20
CMDB-76909;mmz-X-SL-01-Deleted;;;Сервер сбора логов;Other (32-bit);SYSLOG;Продуктив;;10.25.10.7;;;;500;1;2;Заводоуправление;;SysLog;;Щербинин Андрей Владимирович;Щербинин Андрей Владимирович;;AD-MMZ-CompanyAdmin;;;;Stopped;18.12.19;25.01.21;true;3.07.20
CMDB-76890;mmz-X-SMB-01-Deleted;;;Файловый сервис. Сетевые диски.;Other (32-bit);MMZ-SRV-SMB.npo.izhmash;Продуктив;;10.25.30.9;;;;500;1;4;Заводоуправление;;;;Щербинин Андрей Владимирович;Щербинин Андрей Владимирович;;AD-MMZ-CompanyAdmin;;;;Stopped;18.12.19;25.01.21;true;
CMDB-76908;mmz-X-TFTP-01-Deleted mmz-X-TFTP-01-Deleted;;;Сервер сбора конфигураций коммутаторов;Other (32-bit);TFTP.mmzavod.local;Продуктив;;10.25.4.7;;;;100;1;1;Заводоуправление;;TFTP;;Щербинин Андрей Владимирович;Щербинин Андрей Владимирович;;AD-MMZ-CompanyAdmin;;;;Stopped;18.12.19;25.01.21;true;3.07.20
CMDB-76755;mmz-X-win10-01;;;Стенд для опробирования изменений в сервисах;Windows 10 (64-bit);WIN10-TEST1-PC.npo.izhmash;Тест;;DHCP;;;;60;1;4;Заводоуправление;;;;Слуднева Екатерина Николаевна;Грибков Алексей Константинович;;AD-MMZ-CompanyAdmin;;;;Stopped;18.12.19;25.01.21;true;
CMDB-76763;mmz-X-win7-01;;;Стенд для опробирования изменений в сервисах;Windows 7 (64-bit);WIN7-TEST-PC.mmzavod.local;Продуктив;;DHCP;;;;40;1;4;Заводоуправление;;;;Слуднева Екатерина Николаевна;Грибков Алексей Константинович;;AD-MMZ-CompanyAdmin;;;;Stopped;18.12.19;25.01.21;true;
CMDB-305869;mmz-X-win7-02;VirtualMachine-vm-1695;;;;mmz-x-win7-02.mmzavod.local;;;;;;;50;1;4;;;;;;;;;;;;Stopped;25.01.21;14.07.21;true;
CMDB-76762;mmz-X-win7-04;;;Стенд для опробирования изменений в сервисах;Windows 7 (64-bit);WIN7-TEST4-PC.npo.izhmash;Продуктив;;DHCP;;;;60;1;4;Заводоуправление;;;;Слуднева Екатерина Николаевна;Грибков Алексей Константинович;;AD-MMZ-CompanyAdmin;;;;Stopped;18.12.19;25.01.21;true;
CMDB-76797;MMZSKD;;;Система Контроля Управления Доступом;Windows Server 2008 R2 (64-bit);MMZSKD.mmzavod.local;Продуктив;;10.25.11.8;;;;127;3;3;Заводоуправление;;СКУД;;Грибков Алексей Константинович;Щербинин Андрей Владимирович;;AD-MMZ-CompanyAdmin;;;;;18.12.19;26.03.20;false;
CMDB-305994;MMZSKD2;VirtualMachine-vm-74191;;Новый СКД (MMZSKD);Microsoft Windows Server 2016 or later (64-bit);MMZSKD.npo.izhmash;;;10.25.11.8;10.25.0.13,10.25.0.14;10.25.11.1;10.25.11.0/24;84;4;4;;;;;Грибков Алексей Константинович;Ахмедов Аскер Рамисович;;;;;;Running;25.01.21;13.07.21;false;
CMDB-305962;oaz-kali-remote;VirtualMachine-vm-77087;;;;kali;;;;;;;25;4;4;;;;;Слуднева Екатерина Николаевна;Грибков Алексей Константинович;;;;;;Stopped;25.01.21;14.07.21;false;
CMDB-315047;SRV-LIC-SI;VirtualMachine-vm-99137;RFC-9736;;Microsoft Windows Server 2016 or later (64-bit);SRV-LIC-SI.npo.izhmash;;;10.25.22.74;10.25.0.13,10.25.0.14;10.25.22.65;;158;2;8;;;;;Степаков Иван Михайлович [X];Слуднева Екатерина Николаевна;;;;;;Running;11.03.21;13.07.21;false;
CMDB-305867;vmt-CTX-W2016DTC-GUI-MLG-2019-08;VirtualMachine-vm-46304;;RDS_FARM1 Session Host-03;;;;;;;;;35;8;32;;;;;;;;;;;;Stopped;25.01.21;14.07.21;true;
CMDB-319716;vmt-X-W2012DTC-GUI-ENG-2018-02;;;;Microsoft Windows Server 2012 (64-bit);WIN-GU4I8PIQH14;;;;;;;40;4;16;;;;;;;;;;;;Stopped;14.04.21;15.04.21;true;
CMDB-305872;vmt-X-W2012DTC-GUI-RUS-2018-02;;;;Microsoft Windows Server 2012 (64-bit);WIN-1HOO57EO1A5;;;;;;;40;4;16;;;;;;;;;;;;Stopped;25.01.21;14.04.21;true;
CMDB-319715;vmt-X-W2012STD-GUI-ENG-2018-02;;;;Microsoft Windows Server 2012 (64-bit);;;;;;;;40;1;4;;;;;;;;;;;;Stopped;14.04.21;15.04.21;true;
CMDB-316837;W2016_Update;;;;Microsoft Windows Server 2016 or later (64-bit);WIN-QBEULL85Q59;;;10.25.6.232;10.25.0.13,10.25.0.14;10.25.6.225;;54;2;4;;;;;;;;;;;;Stopped;28.03.21;28.03.21;true;
CMDB-76757;WIN7-TEST6-PC;VirtualMachine-vm-14425;;;;WIN7-TEST6-PC.npo.izhmash;Тест;;DHCP;;;;80;2;8;Заводоуправление;;;;Слуднева Екатерина Николаевна;Подгорнов Андрей Анатольевич;;AD-MMZ-CompanyAdmin;;;;Stopped;18.12.19;14.07.21;true;
